Time,AE,EC,M,O
3675.807576,24066.66667,-6.33E-07,0.048387003,1
3676.30303,27466.66667,-6.34E-07,0.045520263,1
3676.797879,20287.87879,-6.36E-07,0.062029938,1
3677.302647,26255.88235,-6.36E-07,0.037018781,1
3677.806667,21318.18182,-6.48E-07,0.063842643,1
3678.302424,26245.45455,-6.38E-07,0.042440307,1
3678.805,25658.82353,-6.47E-07,0.052411056,1
3679.307879,20584.84848,-6.40E-07,0.055353048,1
3679.803333,29260.60606,-6.44E-07,0.039981015,1
3680.299697,20696.9697,-6.49E-07,0.065149325,1
3680.803824,26964.70588,-6.39E-07,0.037958894,1
3681.307576,22130.30303,-6.46E-07,0.059160277,1
3681.802727,23836.36364,-6.36E-07,0.048765973,1
3682.305,27261.76471,-6.36E-07,0.04575124,1
3682.807576,20675.75758,-6.39E-07,0.06147207,1
3683.303636,26990.90909,-6.32E-07,0.036857977,1
3683.800303,22190.90909,-6.43E-07,0.063587441,1
3684.304706,25764.70588,-6.34E-07,0.042459603,1
3684.807576,25842.42424,-6.45E-07,0.052550201,1
3685.302424,20009.09091,-6.40E-07,0.055516612,1
3685.805294,28032.35294,-6.42E-07,0.040250177,1
3686.307576,21033.33333,-6.50E-07,0.064994524,1
3686.803939,27430.30303,-6.38E-07,0.037542534,1
3687.301212,22939.39394,-6.56E-07,0.058791165,1
3687.805152,24778.78788,-6.44E-07,0.048783132,1
3688.307576,27021.21212,-6.48E-07,0.045825849,1
3688.802424,20181.81818,-6.46E-07,0.061786418,1
3689.305,26111.76471,-6.40E-07,0.037075124,1
3689.807879,22018.18182,-6.50E-07,0.063940124,1
3690.304545,27451.51515,-6.41E-07,0.042202994,1
3690.801818,25142.42424,-6.49E-07,0.052250822,1
3691.304118,20682.35294,-6.53E-07,0.055452162,1
3691.807576,28515.15152,-6.51E-07,0.040071194,1
3692.302424,20381.81818,-6.52E-07,0.06522709,1
3692.805294,27350,-6.46E-07,0.037755138,1
3693.309394,23054.54545,-6.55E-07,0.05935816,1
3693.803333,23666.66667,-6.46E-07,0.048536692,1
3694.301212,28039.39394,-6.57E-07,0.045369843,1
3694.805,20485.29412,-6.62E-07,0.061355776,1
3695.307576,26345.45455,-6.57E-07,0.03667981,1
3695.802727,22436.36364,-6.64E-07,0.063686747,1
